,Sampling_start_date,State,County,detection_status_SARSCoV2,sars.cov.2_cocentration_copy_per_ml*,pmmov_concentration**,new_cases***,cumulative_cases***,county_population,wwtp_flow_MGD****,wwtp_flow_mL,Estimated_population_served,Sampling_location_ID
868,5/31/20,CA,San Luis Obispo,quantifiable,15.75732324,58984987.45,0,269,283111,2.76,10447737120,47466,ed7796b73a0e1626459c82d2a922ec9b73decd35
869,5/19/20,CA,San Luis Obispo,not detected,NA,unmeasured,1,247,283111,2.82,10674861840,47466,ed7796b73a0e1626459c82d2a922ec9b73decd35
870,5/6/20,CA,San Luis Obispo,not detected,NA,1024446.474,4,208,283111,2.88,10901986560,47466,ed7796b73a0e1626459c82d2a922ec9b73decd35
871,5/12/20,CA,San Luis Obispo,quantifiable,12.86056444,5028173.699,1,227,283111,0.8368,3167632762,8213,57401f5b7b3d339bd721fe6833e3f78fa21f6652
872,5/18/20,CA,San Luis Obispo,not detected,NA,13615834.62,3,246,283111,0.8714,3298608017,8213,57401f5b7b3d339bd721fe6833e3f78fa21f6652
873,5/26/20,CA,San Luis Obispo,not detected,NA,16384851.96,4,263,283111,0.989,3743772468,8213,57401f5b7b3d339bd721fe6833e3f78fa21f6652
874,5/18/20,CA,San Luis Obispo,not detected,NA,15626591.8,3,246,283111,2.61,9879925320,47466,ed7796b73a0e1626459c82d2a922ec9b73decd35
875,5/25/20,CA,San Luis Obispo,quantifiable,12.33203424,14276525.39,1,259,283111,2.61,9879925320,47466,ed7796b73a0e1626459c82d2a922ec9b73decd35
876,5/27/20,CA,San Luis Obispo,quantifiable,19.84636327,unmeasured,3,266,283111,2.48,9387821760,47466,ed7796b73a0e1626459c82d2a922ec9b73decd35
877,4/5/20,MT,Park,not detected,NA,959565.8248,0,6,16606,0.576,2180397312,7800,cd8dcb352c692bc72b3af322dd6c5cc118d27a47
878,5/12/20,CA,San Luis Obispo,not detected,NA,2104014.711,1,227,283111,0.397,1502808564,5300,b5efb91052347ddfe10bff70f08c52c6be7bb153
879,5/12/20,CA,San Luis Obispo,not detected,NA,1276214.019,1,227,283111,0.25,946353000,3400,03556daa12e0d81bdc6fddb9dc52267320ae7696
880,5/19/20,CA,San Luis Obispo,not detected,NA,unmeasured,1,247,283111,0.25,946353000,3400,03556daa12e0d81bdc6fddb9dc52267320ae7696
881,5/28/20,CA,San Luis Obispo,not detected,NA,22259478.81,2,268,283111,0.25,946353000,3400,03556daa12e0d81bdc6fddb9dc52267320ae7696
882,5/7/20,CA,San Luis Obispo,quantifiable,27.04510978,7268231.843,3,211,283111,2,7570824000,30000,5c3fb22dc6ac36e22d75d6f548ef5def86c13c8f
883,5/11/20,CA,San Luis Obispo,not detected,NA,17854770.49,6,226,283111,1.054,3989824248,13173,01b62ee3f00f2c70d1849861993f871c854aa233
884,5/20/20,CA,San Luis Obispo,quantifiable,5.145767425,66369146.43,2,249,283111,0.407,1540662684,5300,b5efb91052347ddfe10bff70f08c52c6be7bb153
885,5/26/20,CA,San Luis Obispo,not detected,NA,36050560.55,4,263,283111,0.42,1589873040,5300,b5efb91052347ddfe10bff70f08c52c6be7bb153
886,5/13/20,CA,San Luis Obispo,not detected,NA,3372347.13,5,232,283111,0.494,1869993528,6500,184ae590751583e97c3b8dd175393a33615109da
887,5/18/20,CA,San Luis Obispo,not detected,NA,36960621.7,3,246,283111,0.759049,2873313193,15000,e84d12a7ec6580ee3e2d272901a5baeb9509c39c
888,5/20/20,CA,San Luis Obispo,quantifiable,8.194648203,32538515.27,2,249,283111,0.3,1135623600,15000,958152ba12c99336cb2dbd924bbb1894b6a48b50
889,5/27/20,CA,San Luis Obispo,quantifiable,3.45807964,45246812.65,3,266,283111,1.3,4921035600,15000,958152ba12c99336cb2dbd924bbb1894b6a48b50
890,5/10/20,CA,San Luis Obispo,not detected,NA,9908861.817,6,220,283111,1.12,4239661440,13173,01b62ee3f00f2c70d1849861993f871c854aa233
891,5/18/20,CA,San Luis Obispo,not detected,NA,1025471.908,3,246,283111,0.081,306618372,1100,1870e18cced5a8328286a477a792263e34bb2268
892,5/20/20,CA,San Luis Obispo,not detected,NA,35586127.65,2,249,283111,0.078,295262136,1100,1870e18cced5a8328286a477a792263e34bb2268
893,5/26/20,CA,San Luis Obispo,not detected,NA,unmeasured,4,263,283111,0.105,397468260,1100,1870e18cced5a8328286a477a792263e34bb2268
894,5/11/20,CA,San Luis Obispo,not detected,NA,2133196.056,6,226,283111,2.44,9236405280,6500,184ae590751583e97c3b8dd175393a33615109da
895,5/18/20,CA,San Luis Obispo,not detected,NA,4779827.986,3,246,283111,0.501,1896491412,6500,184ae590751583e97c3b8dd175393a33615109da
896,5/20/20,CA,San Luis Obispo,quantifiable,8.356869863,104202162.6,2,249,283111,0.495,1873778940,6500,184ae590751583e97c3b8dd175393a33615109da
897,5/26/20,CA,San Luis Obispo,quantifiable,49.14175539,unmeasured,4,263,283111,0.494,1869993528,6500,184ae590751583e97c3b8dd175393a33615109da
898,5/5/20,CA,San Luis Obispo,not detected,NA,5204335.335,2,204,283111,1.3,4921035600,15000,958152ba12c99336cb2dbd924bbb1894b6a48b50
899,5/11/20,CA,San Luis Obispo,not detected,NA,382627.5809,6,226,283111,0.5057,1914282848,14276,2a88e8548635560c89e7f46b9b54c524638497e5
900,2/18/20,CA,San Luis Obispo,not detected,NA,2316982.598,0,0,283111,0.50688,1918749635,14276,2a88e8548635560c89e7f46b9b54c524638497e5
901,5/25/20,CA,San Luis Obispo,not detected,NA,54309589.72,1,259,283111,0.5036,1906333483,14276,2a88e8548635560c89e7f46b9b54c524638497e5
902,5/12/20,CA,San Luis Obispo,not detected,NA,1105717.426,1,227,283111,0.076,287691312,1100,1870e18cced5a8328286a477a792263e34bb2268
903,5/18/20,CA,San Luis Obispo,not detected,NA,10230992.53,3,246,283111,0.44,1665581280,5300,b5efb91052347ddfe10bff70f08c52c6be7bb153
904,5/18/20,CA,San Luis Obispo,quantifiable,41.88752001,unmeasured,3,246,283111,1.9,7192282800,30000,5c3fb22dc6ac36e22d75d6f548ef5def86c13c8f
905,5/25/20,CA,San Luis Obispo,quantifiable,6.608997009,44171944.92,1,259,283111,2.15,8138635800,30000,5c3fb22dc6ac36e22d75d6f548ef5def86c13c8f
906,5/6/20,CA,San Luis Obispo,not detected,NA,743717.1084,4,208,283111,0.25,946353000,3400,03556daa12e0d81bdc6fddb9dc52267320ae7696
907,5/12/20,CA,San Luis Obispo,not detected,NA,4262125.878,1,227,283111,1.3,4921035600,15000,958152ba12c99336cb2dbd924bbb1894b6a48b50
908,5/19/20,CA,San Luis Obispo,not detected,NA,unmeasured,1,247,283111,1.051,3978468012,13173,01b62ee3f00f2c70d1849861993f871c854aa233
909,5/27/20,CA,San Luis Obispo,not detected,NA,unmeasured,3,266,283111,1.109,4198021908,13173,01b62ee3f00f2c70d1849861993f871c854aa233
910,5/11/20,CA,San Luis Obispo,not detected,NA,6854965.479,6,226,283111,0.799594,3026792723,15000,e84d12a7ec6580ee3e2d272901a5baeb9509c39c
911,5/11/20,CA,San Luis Obispo,quantifiable,328.6303541,2780892.956,6,226,283111,1.9,7192282800,30000,5c3fb22dc6ac36e22d75d6f548ef5def86c13c8f
912,5/26/20,CA,San Luis Obispo,not detected,NA,111541382.2,4,263,283111,0.728885,2759130026,15000,e84d12a7ec6580ee3e2d272901a5baeb9509c39c
913,6/1/20,CA,San Luis Obispo,not detected,NA,36297439.61,2,271,283111,0.756129,2862259790,15000,e84d12a7ec6580ee3e2d272901a5baeb9509c39c
914,5/5/20,IN,Warrick,quantifiable,26.12231974,1984381.968,3,106,62998,3.8,14384565600,30000,e835a429cf21c5a54438cc8bcc1e69bf354d8716
915,3/29/20,OR,Lincoln,not detected,NA,5228480.85,0,1,49962,1.4,5299576800,10592,aa1bf7ae2bf6a755073cf735908aeeba890c703f
916,5/12/20,CO,Larimer,not detected,NA,1053060.377,3,455,356899,3.397,12859044564,49593,4428e1ea9f024f59143f9300133a6823ace6754a
917,5/19/20,CO,Larimer,not detected,NA,unmeasured,13,508,356899,3.467,13124023404,49593,4428e1ea9f024f59143f9300133a6823ace6754a
918,5/26/20,CO,Larimer,quantifiable,10.78989281,2569588.157,4,544,356899,3.644,13794041328,49593,4428e1ea9f024f59143f9300133a6823ace6754a
919,5/5/20,RI,Washington,not detected,NA,415593.046,0,363,125577,0.06,227124720,500,dc041a62348a64e8c0fd358a0e2b4b30232c5823
920,5/12/20,RI,Washington,not detected,NA,312278.2753,5,411,125577,0.055,208197660,500,dc041a62348a64e8c0fd358a0e2b4b30232c5823
921,5/17/20,RI,Washington,not detected,NA,1445570.484,0,425,125577,0.06,227124720,500,dc041a62348a64e8c0fd358a0e2b4b30232c5823
922,5/6/20,MI,Delta,not detected,NA,1608421.138,0,14,35784,2.67,10107050040,12000,92d155746c74acf1d73615ae90908324485d361d
923,5/12/20,MI,Delta,not detected,NA,1642.100646,0,14,35784,2.47,9349967640,12000,92d155746c74acf1d73615ae90908324485d361d
924,5/25/20,MI,Delta,not detected,NA,13429326.49,0,17,35784,2.34,8857864080,12000,92d155746c74acf1d73615ae90908324485d361d
925,5/17/20,MI,Delta,not detected,NA,1930462.066,0,14,35784,2.95,11166965400,12000,92d155746c74acf1d73615ae90908324485d361d
926,5/7/20,MT,Missoula,not detected,NA,1897508.684,0,39,119600,6.4469,24404172623,68015,c9bb84e559fda60882f7a5fb191e3e776202416b
927,5/12/20,MT,Missoula,not detected,NA,229639.2019,0,39,119600,7.244,27421524528,68015,c9bb84e559fda60882f7a5fb191e3e776202416b
928,5/26/20,MT,Missoula,not detected,NA,unmeasured,0,39,119600,7.83,29639775960,68015,c9bb84e559fda60882f7a5fb191e3e776202416b
929,5/19/20,MT,Missoula,not detected,NA,unmeasured,0,39,119600,8.7608,33163237450,68015,c9bb84e559fda60882f7a5fb191e3e776202416b
930,5/4/20,MI,Macomb,quantifiable,62.19244434,2332994.807,0,5736,873972,19,71922828000,135000,8725765f02c4e57b68403450a735984ad0086232
931,5/11/20,MI,Macomb,quantifiable,24.31177005,224374.6415,22,6064,873972,20,75708240000,135000,8725765f02c4e57b68403450a735984ad0086232
932,5/18/20,MI,Macomb,not detected,NA,2527811.98,12,6357,873972,39.1,1.48E+11,135000,8725765f02c4e57b68403450a735984ad0086232
933,6/1/20,MI,Macomb,quantifiable,10.66929869,17133930.12,12,6707,873972,18.9,71544286800,135000,8725765f02c4e57b68403450a735984ad0086232
934,5/6/20,MT,Lewis and Clark,not detected,NA,1430713.819,0,16,69432,0.165813,627670520,2089,1bbf8828d07f45a7bc18d5dc4b71d156f944bc49
935,5/12/20,MT,Lewis and Clark,not detected,NA,478612.2081,0,16,69432,0.177383,671467736.8,2089,1bbf8828d07f45a7bc18d5dc4b71d156f944bc49
936,5/25/20,MT,Lewis and Clark,not detected,NA,25132473.44,0,17,69432,0.209093,791503151.3,2089,1bbf8828d07f45a7bc18d5dc4b71d156f944bc49
937,5/18/20,MT,Lewis and Clark,not detected,NA,1082473.497,0,16,69432,0.20121,761662748.5,2089,1bbf8828d07f45a7bc18d5dc4b71d156f944bc49
938,5/5/20,MN,Dodge,quantifiable,17.72136028,4645300.059,0,21,20934,0.95,3596141400,6300,6e97487f9bd890314fa73365b0d15768be47b2f7
939,5/12/20,MN,Dodge,quantifiable,36.73940283,2199620.187,0,26,20934,0.781,2956406772,6300,6e97487f9bd890314fa73365b0d15768be47b2f7
940,5/26/20,MN,Dodge,quantifiable,627.4825969,unmeasured,2,46,20934,1.463,5538057756,6300,6e97487f9bd890314fa73365b0d15768be47b2f7
941,5/19/20,MN,Dodge,quantifiable,6.760324839,unmeasured,3,39,20934,1.8,6813741600,6300,6e97487f9bd890314fa73365b0d15768be47b2f7
942,5/7/20,AK,Ketchikan Gateway Borough,not detected,NA,1344725.907,0,16,13901,1.7549,6643019519,7857,0cebb0d77575988d761868040a4ac8d47721df35
943,5/13/20,AK,Ketchikan Gateway Borough,not detected,NA,2456666.887,0,16,13901,1.6226,6142209511,7857,0cebb0d77575988d761868040a4ac8d47721df35
944,5/20/20,AK,Ketchikan Gateway Borough,not detected,NA,13189429.84,0,16,13901,1.512,5723542944,7857,0cebb0d77575988d761868040a4ac8d47721df35
945,5/26/20,AK,Ketchikan Gateway Borough,not detected,NA,unmeasured,0,16,13901,1.5004,5679632165,7857,0cebb0d77575988d761868040a4ac8d47721df35
946,5/6/20,NJ,Burlington,not detected,NA,594566.2758,28,3235,445349,2.026,7669244712,26140,39ca27242e7afdee4992a9412fb6a19d6d213124
947,5/12/20,NJ,Burlington,not detected,NA,726324.8978,32,3697,445349,2.073,7847159076,26140,39ca27242e7afdee4992a9412fb6a19d6d213124
948,5/19/20,NJ,Burlington,quantifiable,9.724576351,unmeasured,14,4000,445349,1.924,7283132688,26140,39ca27242e7afdee4992a9412fb6a19d6d213124
949,5/26/20,NJ,Burlington,not detected,NA,8429678.705,26,4381,445349,2.01,7608678120,26140,39ca27242e7afdee4992a9412fb6a19d6d213124
950,5/6/20,NJ,Burlington,quantifiable,73.4977181,1078752.393,28,3235,445349,0.88,3331162560,13382,0c0c83bfa6caa65d755e105d0548484cd3aa4bc3
951,5/12/20,NJ,Burlington,quantifiable,22.77193754,2170242.54,32,3697,445349,0.845,3198673140,13382,0c0c83bfa6caa65d755e105d0548484cd3aa4bc3
952,5/19/20,NJ,Burlington,not detected,NA,unmeasured,14,4000,445349,0.867,3281952204,13382,0c0c83bfa6caa65d755e105d0548484cd3aa4bc3
953,5/26/20,NJ,Burlington,quantifiable,18.10223101,unmeasured,26,4381,445349,0.893,3380372916,13382,0c0c83bfa6caa65d755e105d0548484cd3aa4bc3
954,3/29/20,TX,Collin,not detected,NA,707114.9539,6,134,1034730,4.5,17034354000,66617,6da79b7681e3b58a6b6b090b48584406141089d8
955,5/6/20,NJ,Burlington,quantifiable,58.508996,936712.4058,28,3235,445349,0.455,1722362460,5676,597e5d29133ce8ea355d37b4d5727e0aaba7b650
956,5/12/20,NJ,Burlington,not detected,NA,144711.1197,32,3697,445349,0.433,1639083396,5676,597e5d29133ce8ea355d37b4d5727e0aaba7b650
957,5/19/20,NJ,Burlington,quantifiable,73.41915422,unmeasured,14,4000,445349,0.426,1612585512,5676,597e5d29133ce8ea355d37b4d5727e0aaba7b650
958,5/26/20,NJ,Burlington,quantifiable,20.7708371,10508071.57,26,4381,445349,0.448,1695864576,5676,597e5d29133ce8ea355d37b4d5727e0aaba7b650
959,5/5/20,OR,Lincoln,not detected,NA,169761.1357,0,5,49962,1.717,6499552404,9018,59063b02d1c818a4612e64b3eb02fd65d4aabfc7
960,5/11/20,OR,Lincoln,not detected,NA,233840.5221,0,6,49962,1.554,5882530248,9018,59063b02d1c818a4612e64b3eb02fd65d4aabfc7
961,5/18/20,OR,Lincoln,not detected,NA,unmeasured,0,8,49962,2.44,9236405280,9018,59063b02d1c818a4612e64b3eb02fd65d4aabfc7
962,5/26/20,OR,Lincoln,not detected,NA,6119691.394,0,9,49962,1.674,6336779688,9018,59063b02d1c818a4612e64b3eb02fd65d4aabfc7
963,5/12/20,ID,Ada,not detected,NA,764489.9351,5,744,481587,3,11356236000,30784,c95fa5a451ae1ba3e2989697c4a2f3319eb96a40
964,5/12/20,ID,Ada,not detected,NA,645791.4221,5,744,481587,0.7,2649788400,748,5045e68b24f0597338f385e42939c81440cb53a6
965,5/26/20,ID,Ada,quantifiable,13.87654838,11103273.1,2,798,481587,2.16,8176489920,28419,5c94155b97f32339c4aae50353452ab5407c60ba
966,5/26/20,ID,Ada,quantifiable,7.785563746,unmeasured,2,798,481587,0.22,832790640,4064,5c166815630a5e8d304163e6287a549ce9600078
967,5/6/20,ID,Ada,not detected,NA,95519.00109,4,717,481587,12,45424944000,108529,71891dd118b2527ece6702e94259725af8fe754a
968,5/12/20,ID,Ada,not detected,NA,1089954.257,5,744,481587,2.3,8706447600,28419,5c94155b97f32339c4aae50353452ab5407c60ba
969,5/19/20,ID,Ada,quantifiable,11.09990627,unmeasured,3,783,481587,16,60566592000,182900,754453c14f2cd76ceb509e34e80c8c4e366e4d1a
970,5/26/20,ID,Ada,not detected,NA,19530484.72,2,798,481587,3,11356236000,30784,c95fa5a451ae1ba3e2989697c4a2f3319eb96a40
971,5/6/20,ID,Ada,not detected,NA,989769.9678,4,717,481587,15.75,59620239000,182900,754453c14f2cd76ceb509e34e80c8c4e366e4d1a
972,5/12/20,ID,Ada,not detected,NA,1416009.842,5,744,481587,2.5,9463530000,33301,da6c223b565977d1d9796103d3ae6f6ce02509c4
973,5/26/20,ID,Ada,quantifiable,30.32972786,unmeasured,2,798,481587,12,45424944000,108529,71891dd118b2527ece6702e94259725af8fe754a
974,5/26/20,ID,Ada,quantifiable,11.77111517,unmeasured,2,798,481587,2.5,9463530000,33301,da6c223b565977d1d9796103d3ae6f6ce02509c4
975,5/12/20,ID,Ada,quantifiable,71.00297855,1664772.035,5,744,481587,0.3,1135623600,4064,5c166815630a5e8d304163e6287a549ce9600078
976,5/12/20,ID,Ada,not detected,NA,969530.045,5,744,481587,16,60566592000,182900,754453c14f2cd76ceb509e34e80c8c4e366e4d1a
977,5/26/20,ID,Ada,not detected,NA,unmeasured,2,798,481587,0.07,264978840,748,5045e68b24f0597338f385e42939c81440cb53a6
978,5/26/20,ID,Ada,quantifiable,22.02861029,unmeasured,2,798,481587,16,60566592000,182900,754453c14f2cd76ceb509e34e80c8c4e366e4d1a
979,5/6/20,CO,Boulder,quantifiable,55.93258935,566582.6509,15,700,326196,7.63,28882693560,97000,6a02038935f7e8721bb7436841496b2e83ec2d07
980,5/13/20,CO,Boulder,quantifiable,10.75642546,670722.3404,9,797,326196,7.67,29034110040,97000,6a02038935f7e8721bb7436841496b2e83ec2d07
981,5/20/20,CO,Boulder,quantifiable,28.39865363,unmeasured,7,878,326196,7.66,28996255920,97000,6a02038935f7e8721bb7436841496b2e83ec2d07
982,5/27/20,CO,Boulder,quantifiable,32.47140925,44321555.24,6,947,326196,7.92,29980463040,97000,6a02038935f7e8721bb7436841496b2e83ec2d07
983,5/4/20,NC,Wake,not detected,NA,972874.392,17,891,1111761,6.7,25362260400,79500,b7ad8d16fadbeb05dedd14c276c8914525898c31
984,5/11/20,NC,Wake,quantifiable,19.95069959,553088.6827,18,1048,1111761,4.44,16807229280,61700,9500e26e1b14998c49c1841340437d497d55ecfe
985,5/18/20,NC,Wake,not detected,NA,1748744.122,27,1239,1111761,4.92,18624227040,61700,9500e26e1b14998c49c1841340437d497d55ecfe
986,5/25/20,NC,Wake,quantifiable,41.46773482,28134294.03,23,1471,1111761,5.301,20066469012,61700,9500e26e1b14998c49c1841340437d497d55ecfe
987,5/5/20,NC,Wake,quantifiable,20.37588043,996610.0723,28,919,1111761,5.3,20062683600,61700,9500e26e1b14998c49c1841340437d497d55ecfe
988,5/11/20,NC,Wake,not detected,NA,65176.23543,18,1048,1111761,6.48,24529469760,79500,b7ad8d16fadbeb05dedd14c276c8914525898c31
989,5/18/20,NC,Wake,not detected,NA,2120675.738,27,1239,1111761,6.3,23848095600,79500,b7ad8d16fadbeb05dedd14c276c8914525898c31
990,5/25/20,NC,Wake,quantifiable,30.88317397,22569608.3,23,1471,1111761,7.25,27444237000,79500,b7ad8d16fadbeb05dedd14c276c8914525898c31
991,5/6/20,OR,Washington,quantifiable,30.26323428,1354019.042,6,537,601592,20.9,79115110800,235300,0cfd4d1e8d5bfdb1e7385a4d89623c73d228b3c4
992,5/26/20,OR,Washington,quantifiable,14.87088742,unmeasured,3,698,601592,20.9,79115110800,235300,0cfd4d1e8d5bfdb1e7385a4d89623c73d228b3c4
993,5/19/20,OR,Washington,quantifiable,8.305917728,unmeasured,6,644,601592,20.9,79115110800,235300,0cfd4d1e8d5bfdb1e7385a4d89623c73d228b3c4
994,3/29/20,TX,Collin,not detected,NA,114779.9475,6,134,1034730,7.5,28390590000,81398,106f17b31d8b45999af312961bc0bf674a905db9
995,5/6/20,OR,Washington,quantifiable,19.99649805,312278.2753,6,537,601592,4.3,16277271600,48600,266e554c07e0e7412dbc799727729f04f466453c
996,5/19/20,OR,Washington,quantifiable,20.29667873,unmeasured,6,644,601592,4.3,16277271600,48600,266e554c07e0e7412dbc799727729f04f466453c
997,5/19/20,OR,Washington,quantifiable,8.078055205,unmeasured,6,644,601592,4.2,15898730400,48300,f2f628fb160c0f84e56e5d1edf14eb23689db615
998,5/6/20,OR,Washington,quantifiable,23.68440409,254863.2824,6,537,601592,32.5,1.23E+11,293600,093ba6cdada068c3a61384c05d166458bf376365
999,5/26/20,OR,Washington,quantifiable,8.461781245,32067493.98,3,698,601592,4.2,15898730400,48300,f2f628fb160c0f84e56e5d1edf14eb23689db615
1000,5/19/20,OR,Washington,not detected,NA,unmeasured,6,644,601592,32.5,1.23E+11,293600,093ba6cdada068c3a61384c05d166458bf376365
1001,5/6/20,OR,Washington,quantifiable,29.60837833,349859.1785,6,537,601592,4.2,15898730400,48300,f2f628fb160c0f84e56e5d1edf14eb23689db615
1002,5/26/20,OR,Washington,quantifiable,13.02726719,48979181.35,3,698,601592,32.5,1.23E+11,293600,093ba6cdada068c3a61384c05d166458bf376365
1003,5/26/20,OR,Washington,quantifiable,29.56992043,27845147.45,3,698,601592,4.3,16277271600,48600,266e554c07e0e7412dbc799727729f04f466453c
1004,5/6/20,CO,El Paso,quantifiable,27.8289401,1735005.165,27,1055,720403,26.9,1.02E+11,353000,1f57815db373ad10201440f92ec146197053eecd
1005,5/13/20,CO,El Paso,not detected,NA,545522.6311,18,1175,720403,26.59,1.01E+11,353000,1f57815db373ad10201440f92ec146197053eecd
1006,5/20/20,CO,El Paso,quantifiable,14.74691566,unmeasured,29,1386,720403,25.73,97398650760,353000,1f57815db373ad10201440f92ec146197053eecd
1007,5/20/20,CO,El Paso,quantifiable,39.48111608,unmeasured,29,1386,720403,8.52,32251710240,118000,ba85972cff7795d9176e7cccf3c37915b87f683f
1008,5/6/20,CO,El Paso,not detected,NA,415593.046,27,1055,720403,8.42,31873169040,118000,ba85972cff7795d9176e7cccf3c37915b87f683f
1009,5/13/20,CO,El Paso,quantifiable,28.3774308,unmeasured,18,1175,720403,8.27,31305357240,118000,ba85972cff7795d9176e7cccf3c37915b87f683f
1010,5/27/20,CO,El Paso,quantifiable,120.7636419,unmeasured,19,1600,720403,27.07,1.02E+11,353000,1f57815db373ad10201440f92ec146197053eecd
1011,5/27/20,CO,El Paso,quantifiable,63.64230308,unmeasured,19,1600,720403,8.53,32289564360,118000,ba85972cff7795d9176e7cccf3c37915b87f683f
1012,5/12/20,CA,Mendocino,not detected,NA,340352.7563,0,12,86749,0.042,158987304,1000,000e072dcbb1fe61ea40b49cdfccdf95bcb26e1b
1013,6/1/20,CA,Mendocino,not detected,NA,23039337.74,0,30,86749,0.043,162772716,1000,000e072dcbb1fe61ea40b49cdfccdf95bcb26e1b
1014,5/18/20,CA,Mendocino,not detected,NA,4023808.167,0,14,86749,0.065,246051780,1000,000e072dcbb1fe61ea40b49cdfccdf95bcb26e1b
1015,5/26/20,CA,Mendocino,not detected,NA,15189431.58,2,23,86749,0.043,162772716,1000,000e072dcbb1fe61ea40b49cdfccdf95bcb26e1b
1016,5/11/20,ID,Kootenai,not detected,NA,397399.0019,1,64,165697,3.24,12264734880,53259,dcc9cb9ba8fe659cf2c87c4ec5b233f600202c7d
1017,5/18/20,ID,Kootenai,not detected,NA,2018844.049,1,66,165697,3.43,12983963160,53259,dcc9cb9ba8fe659cf2c87c4ec5b233f600202c7d
1018,6/1/20,ID,Kootenai,quantifiable,12.610562,15346204.86,5,73,165697,3.41,12908254920,53259,dcc9cb9ba8fe659cf2c87c4ec5b233f600202c7d
1019,5/25/20,ID,Kootenai,quantifiable,38.22344752,25132473.44,0,66,165697,3.659,13850822508,53259,dcc9cb9ba8fe659cf2c87c4ec5b233f600202c7d
1020,5/20/20,CA,Calaveras,not detected,NA,52513653.26,0,13,45905,0.173,654876276,2000,0f4b87af60dddb7ea5d2326537b377e83bad5ca7
1021,5/13/20,CA,Calaveras,not detected,NA,838458.7882,0,13,45905,0.155,586738860,1500,a3e6f85d3ef7d6abea8ba2d0fce099e4c94a74b1
1022,4/11/20,CA,Calaveras,not detected,NA,976230.2753,0,8,45905,0.173,654876276,2000,0f4b87af60dddb7ea5d2326537b377e83bad5ca7
1023,5/20/20,CA,Calaveras,not detected,NA,5504523.527,0,13,45905,0.15,567811800,1500,a3e6f85d3ef7d6abea8ba2d0fce099e4c94a74b1
1024,5/12/20,ID,Ada,not detected,NA,412740.6769,5,744,481587,12,45424944000,108529,71891dd118b2527ece6702e94259725af8fe754a
1025,5/19/20,ID,Ada,quantifiable,17.77019237,unmeasured,3,783,481587,12,45424944000,108529,71891dd118b2527ece6702e94259725af8fe754a
1026,3/29/20,TX,Collin,not detected,NA,7505904.279,6,134,1034730,11,41639532000,76715,42520bf367a1928222b18a42dad147e19327969d
1027,5/11/20,FL,Santa Rosa,not detected,NA,401525.6299,3,176,184313,1.4,5299576800,16000,a18552ef2e5a1d3f1d95db9cd06c0cd4fde20af0
1028,5/18/20,FL,Santa Rosa,not detected,NA,8436644.857,2,185,184313,1.4,5299576800,16000,a18552ef2e5a1d3f1d95db9cd06c0cd4fde20af0
1029,5/25/20,FL,Santa Rosa,not detected,NA,16216458.76,1,208,184313,1.4,5299576800,16000,a18552ef2e5a1d3f1d95db9cd06c0cd4fde20af0
1030,6/1/20,FL,Santa Rosa,not detected,NA,13887737.25,2,247,184313,1.6,6056659200,16000,a18552ef2e5a1d3f1d95db9cd06c0cd4fde20af0
1031,5/19/20,FL,Miami_Dade,not detected,NA,1593.583292,78,15942,2716940,120,4.54E+11,2.00E+06,e6bf325eafc04155f423b5d6d89d79cb9e2d1b6c
1032,5/18/20,FL,Miami_Dade,not detected,NA,5576362.807,206,15864,2716940,142.4,5.39E+11,829725,e1e6593e60cb31d5191e868461d2630a74c10f3a
1033,5/5/20,PA,Tioga,not detected,NA,443693.1992,0,16,40591,1.298,4913464776,3300,ca0a2ba29af1b4c5b241efbb5598826ed8aa76cb
1034,5/5/20,PA,Delaware,quantifiable,23.28390132,657006.6601,71,4269,566747,1.1,4163953200,2700,d6b90644446d13ae24c0c24618b3d8c735519e2b
1035,5/11/20,PA,Delaware,quantifiable,16.07642902,952979.9688,70,5046,566747,1.1,4163953200,2700,d6b90644446d13ae24c0c24618b3d8c735519e2b
1036,5/17/20,PA,Delaware,quantifiable,333.3456145,1580965.06,64,5619,566747,1.1,4163953200,2700,d6b90644446d13ae24c0c24618b3d8c735519e2b
1037,5/28/20,PA,Delaware,quantifiable,21.53033109,30138316.64,48,6337,566747,1.1,4163953200,2700,d6b90644446d13ae24c0c24618b3d8c735519e2b
1038,5/5/20,ME,Sagadahoc,not detected,NA,491980.3669,0,19,35856,1.8,6813741600,7970,826ba3ce80a76f74f36d7088a0c5e4a9314240c3
1039,5/7/20,NJ,Essex,quantifiable,114.6204293,6289523.904,144,15095,798975,229,8.67E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
1040,5/20/20,NJ,Essex,quantifiable,46.98296337,unmeasured,166,16852,798975,212,8.03E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
1041,5/23/20,NJ,Essex,quantifiable,17.15038795,19462135.47,51,17065,798975,265,1.00E+12,1500000,73449433d5389e23e832a79a31d877a974dcbec2
1042,5/27/20,NJ,Essex,quantifiable,28.29622059,unmeasured,83,17338,798975,207,7.84E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
1043,4/1/20,CA,Alameda,not detected,NA,598884.0701,46,359,1671329,10,37854120000,140000,ff55334ca8324326b6ec3b734b3211eedc67f2a5
