,Sampling_start_date,State,County,detection_status_SARSCoV2,sars.cov.2_cocentration_copy_per_ml*,pmmov_concentration**,new_cases***,cumulative_cases***,county_population,wwtp_flow_MGD****,wwtp_flow_mL,Estimated_population_served,Sampling_location_ID
383,4/15/20,TX,Harris,quantifiable,36.30881855,4411449.094,160,3907,4713325,1.318,4989173016,13843,7f451fc115e319dba42ace49f6a192579b9a7178
384,4/15/20,TX,Harris,quantifiable,30.07186854,7070738.438,160,3907,4713325,1.285,4864254420,9333,dcf6ad637eb39238931b3970261e94bb03dd329f
385,4/15/20,TX,Harris,quantifiable,54.63506748,20072491.01,160,3907,4713325,8.74,33084500880,71871,d63c4e6c3391dcb2ece5b59d1e17327955c4c05c
386,4/15/20,TX,Harris,quantifiable,57.45533848,5972900.39,160,3907,4713325,1.808,6844024896,44658,9b52a26512d5c45aac155f173785a235bd136e98
387,4/15/20,TX,Harris,quantifiable,23.12510386,8814075.617,160,3907,4713325,1.797,6802385364,23566,21517aeba337d4e00102227400100153b971f0ab
388,4/15/20,TX,Harris,quantifiable,28.1680147,3563364.689,160,3907,4713325,7.044,26664442128,62293,5c6dc1cab4c0832d4c5a98eb10a7d1d60b7a96f8
389,4/15/20,TX,Harris,quantifiable,11.98216744,2254025.226,160,3907,4713325,2.606,9864783672,13815,34da3ae36da78617af324f70bf9dc1400a26df5e
390,4/15/20,TX,Harris,not detected,NA,1808201.279,160,3907,4713325,3.482,13180804584,73661,ab7b1c676c16bd48425a83638d698358ca57747f
391,4/15/20,TX,Harris,quantifiable,32.39467399,8341588.697,160,3907,4713325,2.926,11076115512,32648,6ac7ccc73672a81317e988833a04fe908d087f38
392,4/15/20,TX,Harris,quantifiable,41.18894259,4075536.36,160,3907,4713325,1.458,5519130696,19398,a7354b508348b50813734d2893df4930a0adef77
393,4/15/20,TX,Harris,quantifiable,15.58045931,17610523.74,160,3907,4713325,2.708,10250895696,32403,f7bd366fab474d36d52d3495e8b771a32192b0a3
394,4/15/20,TX,Harris,not detected,NA,4775048.335,160,3907,4713325,0.987,3736201644,6715,fc9e3baf13ca3632664c11457fa0eea9aa7aac79
395,4/15/20,TX,Harris,quantifiable,29.47499483,2207932.398,160,3907,4713325,2.408,9115272096,12605,883e073aca61cd46236a3e361f7fe17289d52aca
396,4/15/20,TX,Harris,quantifiable,45.75050596,39149685,160,3907,4713325,3.07,11621214840,192199,33ce82d266d8c639b60b6c1d602ddb1f1b42700c
397,4/15/20,TX,Harris,quantifiable,36.87665045,6691704.769,160,3907,4713325,2.285,8649666420,31745,aead563e00d8d9a3ff1f5e7a7ca387e7ccbf88b0
398,4/15/20,TX,Harris,quantifiable,101.7386779,17014424.82,160,3907,4713325,10.572,40019375664,88235,6a1ca997f6a715820b4e6afaa70aa2e69b1d7a87
399,4/15/20,TX,Harris,quantifiable,57.99869265,18672212.11,160,3907,4713325,2.737,10360672644,36887,921efb11b1c148b46bc67886956549552f8a3848
400,4/15/20,OR,Klamath,quantifiable,36.53956134,2285287.121,0,26,68238,1.97,7457261640,20500,62ae4f8cc6b7316af6561ab2bd4be0e8a564f288
401,4/28/20,OR,Klamath,not detected,NA,13494.48367,1,37,68238,2.1,7949365200,20500,62ae4f8cc6b7316af6561ab2bd4be0e8a564f288
402,4/14/20,OR,Linn,quantifiable,40.36628855,1553977.663,0,52,129749,6.9,26119342800,54120,6c32d72358058824911c4f3753d48729cb55b377
403,4/21/20,OR,Linn,not detected,NA,7318.916157,1,62,129749,6.57,24870156840,54120,6c32d72358058824911c4f3753d48729cb55b377
404,4/28/20,OR,Linn,quantifiable,8.761400976,13019512.78,2,81,129749,6.89,26081488680,54120,6c32d72358058824911c4f3753d48729cb55b377
405,3/29/20,OR,Umatilla,not detected,NA,7689029.403,0,4,77950,2,7570824000,17500,27abda0679fd44c3a223fad19ae374902a283471
406,5/11/20,CA,San Luis Obispo,not detected,NA,2118555.141,6,226,283111,0.468,1771572816,6500,a8412f460161ea2c00343d69852d1c62d491354f
407,4/20/20,TX,Harris,quantifiable,41.21705077,1281435.562,170,4823,4713325,0.389,1472525268,6744,1be88bd8e52164450b88ffd15de93eea1651196a
408,4/20/20,TX,Harris,quantifiable,40.6134882,6442972.417,170,4823,4713325,9.55,36150684600,71871,d63c4e6c3391dcb2ece5b59d1e17327955c4c05c
409,4/20/20,TX,Harris,quantifiable,13.96997346,2004987.974,170,4823,4713325,1.027,3887618124,6715,fc9e3baf13ca3632664c11457fa0eea9aa7aac79
410,4/20/20,TX,Harris,quantifiable,13.63747138,949704.0107,170,4823,4713325,1.979,7491330348,9333,dcf6ad637eb39238931b3970261e94bb03dd329f
411,4/20/20,TX,Harris,not detected,NA,1771225.158,170,4823,4713325,1.887,7143072444,18058,a43c58a7e1fc895ab7a9f21d9ab6885ffc5ed362
412,4/20/20,TX,Harris,quantifiable,24.55309737,6714787.481,170,4823,4713325,5.427,20543430924,62648,0ffe9fab0864dce2d5856cc44a0869eed4bee2d4
413,4/20/20,TX,Harris,quantifiable,22.31441551,2381698.439,170,4823,4713325,2.272,8600456064,36887,921efb11b1c148b46bc67886956549552f8a3848
414,4/20/20,TX,Harris,not detected,NA,28718.40211,170,4823,4713325,3.266,12363155592,73661,ab7b1c676c16bd48425a83638d698358ca57747f
415,4/20/20,TX,Harris,not detected,NA,3688206.867,170,4823,4713325,0.271,1025846652,2948,3320a4caf47820b64eefe2d2fb5827aef1a304e6
416,4/20/20,TX,Harris,quantifiable,63.04744342,8545102.412,170,4823,4713325,3.61,13665337320,192199,33ce82d266d8c639b60b6c1d602ddb1f1b42700c
417,4/20/20,TX,Harris,not detected,NA,unmeasured,170,4823,4713325,0.485,1835924820,5297,fdcdd55d5a8d728dfbf4f902eb67eb5b69ff5985
418,4/20/20,TX,Harris,quantifiable,108.5023831,9217608.791,170,4823,4713325,7.828,29632205136,233071,88b4f64fdcda94c4b1011889e6039a9e28806a43
419,4/20/20,TX,Harris,quantifiable,905.0914196,8114929.891,170,4823,4713325,2.31,8744301720,31745,aead563e00d8d9a3ff1f5e7a7ca387e7ccbf88b0
420,4/20/20,TX,Harris,quantifiable,43.7652717,2696030.32,170,4823,4713325,0.347,1313537964,3481,64bdc2bbdbdcf01b24a1bbfe8a8cd34d332a1975
421,4/20/20,TX,Harris,quantifiable,421.2673816,4321238.851,170,4823,4713325,2.714,10273608168,12605,883e073aca61cd46236a3e361f7fe17289d52aca
422,4/20/20,TX,Harris,not detected,NA,93244.08081,170,4823,4713325,1.101,4167738612,12190,8bd476b2e082fe56bc6c43f39ed47c517897dbf4
423,4/20/20,TX,Harris,not detected,NA,12310.26132,170,4823,4713325,6.768,25619668416,89207,68fe2627e9e20204cd45357ae33b43749c0228bf
424,4/20/20,TX,Harris,quantifiable,206.2814274,2147938.152,170,4823,4713325,11.617,43975131204,88235,6a1ca997f6a715820b4e6afaa70aa2e69b1d7a87
425,4/20/20,TX,Harris,not detected,NA,15240.11598,170,4823,4713325,3.906,14785819272,13815,34da3ae36da78617af324f70bf9dc1400a26df5e
426,4/20/20,TX,Harris,not detected,NA,6855.391664,170,4823,4713325,7.044,26664442128,62293,5c6dc1cab4c0832d4c5a98eb10a7d1d60b7a96f8
427,4/20/20,TX,Harris,quantifiable,20.4889764,35188.01529,170,4823,4713325,2.112,7994790144,44658,9b52a26512d5c45aac155f173785a235bd136e98
428,4/20/20,TX,Harris,quantifiable,336.1233512,9639616.848,170,4823,4713325,0.873,3304664676,8382,e2dbea1b50677147152514cc2fb9a62b2aeb95ab
429,4/20/20,TX,Harris,quantifiable,81.31776959,8663617.544,170,4823,4713325,3.106,11757489672,32403,f7bd366fab474d36d52d3495e8b771a32192b0a3
430,4/20/20,TX,Harris,not detected,NA,33531.86987,170,4823,4713325,2.34,8857864080,27557,47307899fa940e4a76e930a9a9d5281464cef7a5
431,4/20/20,TX,Harris,quantifiable,67.06737222,2118555.141,170,4823,4713325,3.002,11363806824,32648,6ac7ccc73672a81317e988833a04fe908d087f38
432,4/20/20,TX,Harris,quantifiable,29.86462266,759242.9572,170,4823,4713325,2.638,9985916856,46405,fcb723576ba4a2d916579ce7f50dfc8c53e73f58
433,4/20/20,TX,Harris,quantifiable,114.9504484,7786436.964,170,4823,4713325,7.951,30097810812,85935,8c0e3c96e4cf072e452570b334989fd200dee233
434,4/20/20,TX,Harris,quantifiable,27.94014509,21728.25113,170,4823,4713325,29.375,1.11E+11,232921,af8b38e0452c04b1d9f0d9e91f68038fd63dc7f8
435,4/20/20,TX,Harris,quantifiable,41.41235319,119892.7087,170,4823,4713325,76,2.88E+11,456472,4914de0af24f1d56dc3b0ea7831aa6ca2bfad315
436,4/20/20,TX,Harris,quantifiable,64.16455163,146396.8634,170,4823,4713325,2.173,8225700276,19398,a7354b508348b50813734d2893df4930a0adef77
437,4/20/20,TX,Harris,quantifiable,735.1913056,32844130.73,170,4823,4713325,17.391,65832100092,188200,408c711ee0ed33e63e26ad375d4673b727d20c49
438,4/20/20,TX,Harris,quantifiable,204.6825263,9281309.861,170,4823,4713325,1.983,7506471996,23566,21517aeba337d4e00102227400100153b971f0ab
439,4/20/20,TX,Harris,quantifiable,120.0797971,1246616.216,170,4823,4713325,1.336,5057310432,13843,7f451fc115e319dba42ace49f6a192579b9a7178
440,4/19/20,SC,Richland,not detected,NA,151004.9807,26,652,415759,39,1.48E+11,2.00E+05,86c8c1aed8f3265f8b8d3befb012881bacc15e67
441,5/4/20,SC,Richland,quantifiable,18.6747137,883451.6212,13,977,415759,31.5,1.19E+11,2.00E+05,86c8c1aed8f3265f8b8d3befb012881bacc15e67
442,4/28/20,SC,Richland,quantifiable,91.11649098,unmeasured,24,864,415759,34,1.29E+11,2.00E+05,86c8c1aed8f3265f8b8d3befb012881bacc15e67
443,4/21/20,MN,Ramsey,quantifiable,240.0255976,1511752.767,13,215,550321,180,6.81E+11,1949354,38f3ad0e8a1a735b308a6e056cf48e5f1058eae4
444,5/3/20,MN,Ramsey,quantifiable,171.7041109,unmeasured,40,493,550321,180,6.81E+11,1949354,38f3ad0e8a1a735b308a6e056cf48e5f1058eae4
445,4/27/20,MN,Ramsey,quantifiable,317.4964113,unmeasured,19,297,550321,180,6.81E+11,1949354,38f3ad0e8a1a735b308a6e056cf48e5f1058eae4
446,4/12/20,NJ,Essex,quantifiable,575.8476465,657006.6601,403,7410,798975,211,7.99E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
447,4/8/20,NJ,Essex,quantifiable,2231.621083,4693537.283,520,5598,798975,252,9.54E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
448,4/11/20,NJ,Essex,quantifiable,169.1269092,135715.9128,427,7007,798975,212,8.03E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
449,4/29/20,UT,Salt Lake,quantifiable,77.93385489,7014298.957,85,2348,1160437,32,1.21E+11,2.00E+05,a65edb04bfa6d4df84207b28319f0c052d3bd07b
450,5/6/20,UT,Salt Lake,quantifiable,93.87012476,3791222.491,80,2912,1160437,31.22,1.18E+11,2.00E+05,a65edb04bfa6d4df84207b28319f0c052d3bd07b
451,4/22/20,UT,Salt Lake,quantifiable,257.6909629,4824632.878,81,1795,1160437,32,1.21E+11,2.00E+05,a65edb04bfa6d4df84207b28319f0c052d3bd07b
452,3/25/20,OR,Klamath,quantifiable,25.7779075,unmeasured,0,1,68238,2.1,7949365200,20500,62ae4f8cc6b7316af6561ab2bd4be0e8a564f288
453,4/29/20,NJ,Essex,quantifiable,625.5008076,unmeasured,255,13445,798975,230,8.71E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
454,4/22/20,NJ,Essex,quantifiable,24.97626965,14373.57409,259,11387,798975,223,8.44E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
455,4/24/20,NJ,Essex,quantifiable,477.958512,unmeasured,299,12110,798975,346,1.31E+12,1500000,73449433d5389e23e832a79a31d877a974dcbec2
456,4/15/20,NJ,Essex,quantifiable,315.3209418,422810.5079,367,8579,798975,252,9.54E+11,1500000,73449433d5389e23e832a79a31d877a974dcbec2
457,4/13/20,NJ,Essex,quantifiable,817.7593493,1613969.309,224,7634,798975,433,1.64E+12,1500000,73449433d5389e23e832a79a31d877a974dcbec2
458,4/27/20,CA,Lake,not detected,NA,unmeasured,0,6,64386,0.193,730584516,4661,20a4e42085a1b72f8d4b8a270b08bb6538aa0654
459,4/4/20,CA,Lake,not detected,NA,923898.5214,0,0,64386,0.198,749511576,4661,20a4e42085a1b72f8d4b8a270b08bb6538aa0654
460,4/28/20,CA,Lake,not detected,NA,280344.3269,0,6,64386,0.993,3758914116,10080,cc56ff2d0dfe9a44438743830ab4e634d5e5daa1
461,5/5/20,CA,Lake,not detected,NA,467213.3805,1,8,64386,0.949,3592355988,10080,cc56ff2d0dfe9a44438743830ab4e634d5e5daa1
462,5/5/20,CA,Lake,not detected,NA,5186444.944,1,8,64386,1.1,4163953200,16567,be717b580a3fd063fb8b521cc39907898031556b
463,5/19/20,CA,Lake,quantifiable,2.469489329,32426661.07,1,11,64386,1.7,6435200400,16567,be717b580a3fd063fb8b521cc39907898031556b
464,4/27/20,CA,Lake,not detected,NA,unmeasured,0,6,64386,0.091,344472492,1221,baf35a05ea84ce2f67076f4e73157d9886108df5
465,5/4/20,CA,Lake,not detected,NA,20142.98234,0,7,64386,0.081,306618372,1221,baf35a05ea84ce2f67076f4e73157d9886108df5
466,4/27/20,TX,Harris,not detected,NA,unmeasured,101,5729,4713325,0.52,1968414240,5297,fdcdd55d5a8d728dfbf4f902eb67eb5b69ff5985
467,4/27/20,TX,Harris,not detected,NA,135715.9128,101,5729,4713325,1.56,5905242720,12190,8bd476b2e082fe56bc6c43f39ed47c517897dbf4
468,4/27/20,TX,Harris,not detected,NA,1349364.475,101,5729,4713325,8.25,31229649000,62293,5c6dc1cab4c0832d4c5a98eb10a7d1d60b7a96f8
469,4/27/20,TX,Harris,not detected,NA,427201.0113,101,5729,4713325,1.67,6321638040,13843,7f451fc115e319dba42ace49f6a192579b9a7178
470,4/20/20,NY,Nassau,quantifiable,1404.222597,4519077.32,664,30677,1356924,2.781,10527230772,32000,df9ac8baa54671f1e9d62fd7faf5d7aeac51fd44
471,4/27/20,TX,Harris,not detected,NA,381312.2627,101,5729,4713325,7.04,26649300480,85935,8c0e3c96e4cf072e452570b334989fd200dee233
472,4/27/20,TX,Harris,not detected,NA,107014.1662,101,5729,4713325,2.19,8290052280,12605,883e073aca61cd46236a3e361f7fe17289d52aca
473,4/27/20,TX,Harris,not detected,NA,1171692.829,101,5729,4713325,1.52,5753826240,8382,e2dbea1b50677147152514cc2fb9a62b2aeb95ab
474,4/27/20,TX,Harris,not detected,NA,312278.2753,101,5729,4713325,3.67,13892462040,46405,fcb723576ba4a2d916579ce7f50dfc8c53e73f58
475,5/17/20,CT,New Haven,not detected,NA,unmeasured,84,10159,854757,6.5,24605178000,54620,0173f738adca50933a9552ede4af8ead2a162d3b
476,5/2/20,CT,New Haven,not detected,NA,746282.5246,124,8024,854757,6.5,24605178000,54620,0173f738adca50933a9552ede4af8ead2a162d3b
477,5/9/20,CT,New Haven,not detected,NA,3349201.462,204,9091,854757,6.5,24605178000,54620,0173f738adca50933a9552ede4af8ead2a162d3b
478,4/28/20,OR,Washington,quantifiable,16.49968106,unmeasured,0,474,601592,20.9,79115110800,235300,0cfd4d1e8d5bfdb1e7385a4d89623c73d228b3c4
479,4/28/20,OR,Washington,not detected,NA,unmeasured,0,474,601592,32.5,1.23E+11,293600,093ba6cdada068c3a61384c05d166458bf376365
480,4/28/20,OR,Washington,not detected,NA,unmeasured,0,474,601592,4.2,15898730400,48300,f2f628fb160c0f84e56e5d1edf14eb23689db615
481,4/28/20,OR,Washington,quantifiable,11.22195794,679258.7977,0,474,601592,4.3,16277271600,48600,266e554c07e0e7412dbc799727729f04f466453c
482,3/31/20,OR,Washington,quantifiable,15.80842027,357287.4498,18,186,601592,4.3,16277271600,48600,266e554c07e0e7412dbc799727729f04f466453c
483,5/18/20,MA,Nantucket,not detected,NA,unmeasured,0,12,11399,1.2,4542494400,17000,923f2aa5f6b6b682047037d641955e0530e37cdf
484,5/4/20,MA,Nantucket,not detected,NA,7268.683722,0,11,11399,1.2,4542494400,17000,923f2aa5f6b6b682047037d641955e0530e37cdf
485,4/28/20,MA,Nantucket,not detected,NA,unmeasured,1,11,11399,1.2,4542494400,17000,923f2aa5f6b6b682047037d641955e0530e37cdf
486,5/5/20,AK,Municipality of Anchorage,not detected,NA,741160.511,1,190,288000,27.87,1.05E+11,250000,c8b739b3624ba654c0172a7c22d76b780384bbd9
487,4/28/20,AK,Municipality of Anchorage,not detected,NA,218784.1077,4,175,288000,1.41,5337430920,18000,49bb921511a7d3e4e4ea34b80c52bed81bdd8a09
488,4/28/20,AK,Municipality of Anchorage,not detected,NA,1073833.064,4,175,288000,29.44,1.11E+11,250000,c8b739b3624ba654c0172a7c22d76b780384bbd9
489,5/19/20,AK,Municipality of Anchorage,quantifiable,2.863131885,unmeasured,0,205,288000,26.23,99291356760,250000,c8b739b3624ba654c0172a7c22d76b780384bbd9
490,5/12/20,AK,Municipality of Anchorage,not detected,NA,2809770.005,0,195,288000,27.21,1.03E+11,250000,c8b739b3624ba654c0172a7c22d76b780384bbd9
491,5/5/20,AK,Municipality of Anchorage,not detected,NA,378695.1753,1,190,288000,1.378,5216297736,18000,49bb921511a7d3e4e4ea34b80c52bed81bdd8a09
492,4/28/20,WY,Park,not detected,NA,343499.6288,0,1,29194,0.56,2119830720,9828,25d80c722d83cf053897bb76aad434762a8b349d
493,5/20/20,WY,Park,not detected,NA,unmeasured,1,2,29194,0.645,2441590740,9828,25d80c722d83cf053897bb76aad434762a8b349d
494,4/28/20,OR,Multnomah,not detected,NA,unmeasured,13,677,812855,45.36,1.72E+11,6.00E+05,eb1058b4016de8ebc79a282b348d82114b725113
495,5/12/20,OR,Multnomah,not detected,NA,63181.45173,9,908,812855,53.7,2.03E+11,6.00E+05,eb1058b4016de8ebc79a282b348d82114b725113
496,5/5/20,OR,Multnomah,quantifiable,10.27320707,167438.8652,15,769,812855,47.29,1.79E+11,6.00E+05,eb1058b4016de8ebc79a282b348d82114b725113
497,5/4/20,OR,Klamath,not detected,NA,570498.1915,0,39,68238,1.98,7495115760,20500,62ae4f8cc6b7316af6561ab2bd4be0e8a564f288
498,5/12/20,OR,Klamath,not detected,NA,582407.9198,1,41,68238,1.89,7154428680,20500,62ae4f8cc6b7316af6561ab2bd4be0e8a564f288
499,5/18/20,OR,Klamath,not detected,NA,9952994.584,0,41,68238,2.07,7835802840,20500,62ae4f8cc6b7316af6561ab2bd4be0e8a564f288
500,5/18/20,MA,Plymouth,not detected,NA,4310694.722,75,7139,521202,0.9092,3441696590,13000,cbf216550f36f5d548a0e32209bfd861d8617311
501,5/26/20,MA,Plymouth,quantifiable,30.46089978,24683515.99,38,7632,521202,0.8985,3401192682,13000,cbf216550f36f5d548a0e32209bfd861d8617311
502,5/12/20,MA,Plymouth,quantifiable,13.97764029,464006.7219,50,6507,521202,0.9044,3423526613,13000,cbf216550f36f5d548a0e32209bfd861d8617311
503,5/10/20,CO,Broomfield,not detected,NA,498803.8215,3,198,70465,6.549,24790663188,66529,5a46bb90dbf8143265e89f1836bb45f3db45bd64
504,5/17/20,CO,Broomfield,quantifiable,57.36480287,2053904.621,2,211,70465,6.615,25040500380,66529,5a46bb90dbf8143265e89f1836bb45f3db45bd64
505,5/25/20,CO,Broomfield,quantifiable,11.11131856,37343733.26,1,221,70465,7.082,26808287784,66529,5a46bb90dbf8143265e89f1836bb45f3db45bd64
506,5/31/20,CO,Broomfield,quantifiable,10.88946861,41945656.05,4,240,70465,6.705,25381187460,66529,5a46bb90dbf8143265e89f1836bb45f3db45bd64
507,5/5/20,OK,Oklahoma,not detected,NA,3213625.553,12,853,797434,7.9,29904754800,80000,2e0e8ecf6a64bb33f71d6378862f7d0d9e13941e
508,5/26/20,OK,Oklahoma,quantifiable,4.580501216,21067549.45,8,1216,797434,8.1,30661837200,80000,2e0e8ecf6a64bb33f71d6378862f7d0d9e13941e
509,5/12/20,OK,Oklahoma,not detected,NA,2293170.108,43,997,797434,1.1,4163953200,80000,2e0e8ecf6a64bb33f71d6378862f7d0d9e13941e
510,5/19/20,OK,Oklahoma,not detected,NA,3730235.645,12,1087,797434,8.1,30661837200,80000,2e0e8ecf6a64bb33f71d6378862f7d0d9e13941e
511,5/10/20,MT,Park,not detected,NA,1625123.132,0,8,16606,0.719,2721711228,7800,cd8dcb352c692bc72b3af322dd6c5cc118d27a47
512,5/20/20,MT,Park,not detected,NA,14890841.2,0,8,16606,0.753,2850415236,7800,cd8dcb352c692bc72b3af322dd6c5cc118d27a47
513,5/25/20,MT,Park,not detected,NA,8665128.788,0,8,16606,0.98,3709703760,7800,cd8dcb352c692bc72b3af322dd6c5cc118d27a47
514,5/17/20,MT,Park,not detected,NA,4232873.328,0,8,16606,0.646,2445376152,7800,cd8dcb352c692bc72b3af322dd6c5cc118d27a47
515,3/31/20,OR,Washington,not detected,NA,60006.35847,18,186,601592,4.2,15898730400,48300,f2f628fb160c0f84e56e5d1edf14eb23689db615
516,5/11/20,IL,Peoria,quantifiable,14.43115458,2185240.657,2,141,179179,26.406,99957589272,134000,f26cdff0443ebd60dbe338ef5c352bbe5c26f053
517,5/27/20,IL,Peoria,not detected,NA,5405856.23,3,188,179179,62.739,2.37E+11,134000,f26cdff0443ebd60dbe338ef5c352bbe5c26f053
518,5/19/20,IL,Peoria,quantifiable,22.14142947,unmeasured,2,162,179179,43.648,1.65E+11,134000,f26cdff0443ebd60dbe338ef5c352bbe5c26f053
519,5/12/20,PA,Montgomery,quantifiable,63.91494755,816477.5649,150,5442,830915,8.7,32933084400,1.00E+05,2da6e061f49b9bb72f1000059c4236beb335340d
520,5/18/20,PA,Montgomery,quantifiable,210.2044523,7740736.21,140,6012,830915,7.38,27936340560,1.00E+05,2da6e061f49b9bb72f1000059c4236beb335340d
521,5/25/20,PA,Montgomery,quantifiable,31.56609618,15667547.57,51,6576,830915,8.39,31759606680,1.00E+05,2da6e061f49b9bb72f1000059c4236beb335340d
522,5/3/20,OH,Defiance,quantifiable,34.61914895,2170242.54,0,20,38087,2.88,10901986560,18000,8d7749224670ca9e936a201c86a9b847cac05cd7
523,5/10/20,OH,Defiance,not detected,NA,3258196.494,0,25,38087,1.81,6851595720,18000,8d7749224670ca9e936a201c86a9b847cac05cd7
524,5/17/20,OH,Defiance,quantifiable,65.56848351,1735005.165,0,25,38087,3.5,13248942000,18000,8d7749224670ca9e936a201c86a9b847cac05cd7
525,5/25/20,OH,Defiance,quantifiable,10.98766489,9444142.294,0,32,38087,3.073,11632571076,18000,8d7749224670ca9e936a201c86a9b847cac05cd7
526,5/4/20,OR,Linn,not detected,NA,889556.9806,10,97,129749,7.47,28277027640,54120,6c32d72358058824911c4f3753d48729cb55b377
527,5/19/20,OR,Linn,not detected,NA,unmeasured,0,109,129749,10.82,40958157840,54120,6c32d72358058824911c4f3753d48729cb55b377
528,5/28/20,OR,Linn,not detected,NA,unmeasured,0,115,129749,6.93,26232905160,54120,6c32d72358058824911c4f3753d48729cb55b377
529,5/13/20,OR,Linn,not detected,NA,2147938.152,1,105,129749,6.85,25930072200,54120,6c32d72358058824911c4f3753d48729cb55b377
530,5/6/20,CT,Fairfield,quantifiable,36.70038165,440647.9683,95,12455,943332,8.46,32024585520,45878,8bf957d351f62b69103773f27b9743b1e759fe63
531,5/13/20,CT,Fairfield,quantifiable,23.42015324,780449.4377,148,13636,943332,7.63,28882693560,45878,8bf957d351f62b69103773f27b9743b1e759fe63
532,5/27/20,CT,Fairfield,not detected,NA,20005734.06,0,15314,943332,6.23,23583116760,45878,8bf957d351f62b69103773f27b9743b1e759fe63
533,5/5/20,OH,Portage,not detected,NA,736073.6516,3,254,162466,1.134,4292657208,10000,3d74b4b6686e5cb912afe0aaf9f69bd4408246ce
534,5/12/20,OH,Portage,quantifiable,13.90236927,1878007.283,0,275,162466,1.078,4080674136,10000,3d74b4b6686e5cb912afe0aaf9f69bd4408246ce
535,5/12/20,OH,Portage,not detected,NA,2381698.439,0,275,162466,2.245,8498249940,16028,d7b35b5313a08e898c9a0fdbe71894ae1ded8598
536,5/20/20,OH,Portage,not detected,NA,1075044.08,1,298,162466,5.151,19498657212,16028,d7b35b5313a08e898c9a0fdbe71894ae1ded8598
537,5/5/20,OH,Portage,not detected,NA,1204419.483,3,254,162466,2.398,9077417976,16028,d7b35b5313a08e898c9a0fdbe71894ae1ded8598
538,5/26/20,OH,Portage,not detected,NA,unmeasured,0,313,162466,1.198,4534923576,10000,3d74b4b6686e5cb912afe0aaf9f69bd4408246ce
539,5/26/20,OH,Portage,quantifiable,14.89436934,unmeasured,0,313,162466,2.541,9618731892,16028,d7b35b5313a08e898c9a0fdbe71894ae1ded8598
540,5/19/20,OH,Portage,quantifiable,7.459589113,unmeasured,1,297,162466,1.329,5030812548,10000,3d74b4b6686e5cb912afe0aaf9f69bd4408246ce
541,5/4/20,IN,LaPorte,quantifiable,23.81013354,2613757.38,3,254,109888,5.8,21955389600,22000,2459a46cce86815ff11c3971ef28ff5932aa72c8
542,5/19/20,IN,LaPorte,not detected,NA,unmeasured,0,360,109888,7.12,26952133440,22000,2459a46cce86815ff11c3971ef28ff5932aa72c8
543,5/27/20,IN,LaPorte,not detected,NA,unmeasured,0,415,109888,7.7,29147672400,22000,2459a46cce86815ff11c3971ef28ff5932aa72c8
544,3/31/20,OR,Washington,quantifiable,32.68258288,2054621.183,18,186,601592,32.5,1.23E+11,293600,093ba6cdada068c3a61384c05d166458bf376365
545,5/5/20,AZ,Yavapai,not detected,NA,190846.9712,33,126,235099,0.884,3346304208,10397,c8e782e6cfd2dc5ee6bbd1a0701c4550348ab012
546,5/20/20,AZ,Yavapai,quantifiable,7.705867416,unmeasured,4,273,235099,0.908,3437154096,10397,c8e782e6cfd2dc5ee6bbd1a0701c4550348ab012
547,5/27/20,AZ,Yavapai,not detected,NA,unmeasured,1,292,235099,1.05,3974682600,10397,c8e782e6cfd2dc5ee6bbd1a0701c4550348ab012
548,5/6/20,KY,Jefferson,quantifiable,82.71359748,1196153.105,38,1535,766757,80.226,3.04E+11,423913,7fcaeeba14bdf423c1f239087e2522f2cfd2c5e7
549,5/6/20,KY,Jefferson,quantifiable,52.94296194,1120397.864,38,1535,766757,4.131,15637536972,34430,888cdb62157acd7beac2f08b8301a0054d4f7fdc
550,5/17/20,KY,Jefferson,not detected,NA,197533.2786,0,1865,766757,96.922,3.67E+11,423913,7fcaeeba14bdf423c1f239087e2522f2cfd2c5e7
551,5/17/20,KY,Jefferson,not detected,NA,1382285.563,0,1865,766757,131.356,4.97E+11,210206,a3c250a0a4b6da3e32e68736cacf1ade79122b69
552,5/6/20,KY,Jefferson,quantifiable,59.52203164,1839603.69,38,1535,766757,50.37,1.91E+11,210206,a3c250a0a4b6da3e32e68736cacf1ade79122b69
553,5/10/20,KY,Jefferson,not detected,NA,2938409.18,0,1642,766757,3.699,14002238988,26379,8cee5ed4b95843550e1dd4e6812be6a38e743a41
554,5/10/20,KY,Jefferson,quantifiable,19.71169385,1268265.773,0,1642,766757,99.619,3.77E+11,423913,7fcaeeba14bdf423c1f239087e2522f2cfd2c5e7
555,5/6/20,KY,Jefferson,quantifiable,26.88931001,3502537.325,38,1535,766757,4.956,18760501872,44842,ba97af885b232c3fa5f5de3c202a7651299e6653
556,5/6/20,KY,Jefferson,not detected,NA,2578002.131,38,1535,766757,3.236,12249593232,26379,8cee5ed4b95843550e1dd4e6812be6a38e743a41
557,5/10/20,KY,Jefferson,quantifiable,33.82161493,2125862.994,0,1642,766757,4.846,18344106552,34430,888cdb62157acd7beac2f08b8301a0054d4f7fdc
