lon,lat,value,value_whole,shapeName,EVP,unvac,cum_per,cum_prop
28.916249899500002,-31.711249671330002,5231.0,44222.895,O.R.Tambo,85.58057585700001,754.0,70.507645,70.5
30.8329165585,-27.302916355630003,5176.0,41587.55,Gert Sibande,95.90927831100001,212.0,70.59853,70.6
29.491249897199996,-28.83624968283,5165.0,42317.05,Uthukela,90.954524934,467.0,70.68924,70.7
28.916249899500002,-23.08624970583,5119.0,42849.32,Capricorn,84.429308124,797.0,70.77913,70.8
30.4495832267,-23.46958303763,5055.0,45700.664,Mopani,89.892208224,511.0,70.8679,70.9
26.8079165746,-26.72791635793,5032.0,54207.082,Dr Kenneth Kaunda,92.072503782,399.0,70.95626,71.0
29.299583231299998,-30.75291634183,5030.0,41118.87,Alfred Nzo,94.368393126,283.0,71.044586,71.0
30.4495832267,-23.277916371729997,4991.0,42772.3,Mopani,89.892208224,504.0,71.13223,71.1
29.299583231299998,-30.94458300773,4984.0,38433.746,Alfred Nzo,94.368393126,281.0,71.21976,71.2
31.982916553899997,-27.302916355630003,4955.0,37733.66,Umkhanyakude,92.176661808,388.0,71.30676,71.3
31.982916553899997,-28.452916351029998,4938.0,42109.938,Uthungulu,90.292884192,479.0,71.39348,71.4
28.7245832336,-31.711249671330002,4909.0,46093.707,O.R.Tambo,85.58057585700001,708.0,71.47968,71.5
26.8079165746,-29.027916348730002,4900.0,55318.285,Mangaung,96.171250203,188.0,71.56573,71.6
29.107916565399997,-31.711249671330002,4888.0,39943.33,O.R.Tambo,85.58057585700001,705.0,71.65156,71.7
28.1495832359,-24.81124969893,4883.0,53327.49,Waterberg,93.14523332099999,335.0,71.737305,71.7
29.107916565399997,-23.66124970353,4864.0,46592.055,Capricorn,84.429308124,757.0,71.82272,71.8
27.191249906399996,-32.66958300083,4863.0,52610.367,Amathole,95.065689096,240.0,71.90812,71.9
31.024583224399997,-29.79458301233,4859.0,57979.18,eThekwini,90.265229082,473.0,71.99345,72.0
25.8495832451,-25.386249696630003,4844.0,45183.188,Ngaka Modiri Molema,92.82207438,348.0,72.07851,72.1
28.7245832336,-31.136249673630005,4820.0,41096.688,O.R.Tambo,85.58057585700001,695.0,72.16315,72.2
29.682916563099997,-23.08624970583,4814.0,43162.62,Vhembe,89.95585158,484.0,72.24768,72.2
29.682916563099997,-24.427916367130003,4782.0,40668.332,Capricorn,84.429308124,745.0,72.33166,72.3
21.0579165976,-28.452916351029998,4762.0,54844.06,Z F Mgcawu,97.317877104,128.0,72.41528,72.4
29.874583229,-22.89458303993,4745.0,42540.273,Vhembe,89.95585158,477.0,72.498604,72.5
29.107916565399997,-30.75291634183,4732.0,38360.75,Alfred Nzo,94.368393126,266.0,72.581696,72.6
29.682916563099997,-23.46958303763,4732.0,40843.23,Capricorn,84.429308124,737.0,72.664795,72.7
23.1662499225,-34.01124966213,4728.0,57945.98,Eden,93.251039427,319.0,72.74782,72.7
28.916249899500002,-25.96124969433,4701.0,53532.53,Nkangala,86.47099272,636.0,72.830376,72.8
